Laboratório,Horario Aula,PC,1,2,3,4,5,8,9,10,11,12,15,16,17,18,19,22,23,24,25,26,29,30
Lab 1,Aula 1,1,0.03581,0.03675,0.02615,0.02267,0.02643,0.02684,0.02549,0.02631,0.02461,0.02764,0.01939,0.01943,0.0214,0.02291,0.03502,0.03487,0.03086,0.03002,0.03275,0.02682,0.03199,0.02827
Lab 1,Aula 1,2,0.04212,0.04324,0.03076,0.02667,0.03109,0.03157,0.02998,0.03096,0.02896,0.03252,0.02282,0.02286,0.02517,0.02695,0.0412,0.04103,0.03631,0.03532,0.03852,0.03155,0.03764,0.03326
Lab 1,Aula 1,3,0.04212,0.04324,0.03076,0.02667,0.03109,0.03157,0.02998,0.03096,0.02896,0.03252,0.02282,0.02286,0.02517,0.02695,0.0412,0.04103,0.03631,0.03532,0.03852,0.03155,0.03764,0.03326
Lab 1,Aula 1,4,0.04423,0.0454,0.0323,0.028,0.03265,0.03315,0.03148,0.0325,0.0304,0.03414,0.02396,0.024,0.02643,0.0283,0.04326,0.04308,0.03813,0.03709,0.04045,0.03312,0.03952,0.03492
Lab 1,Aula 1,5,0.02949,0.03027,0.02153,0.01867,0.02177,0.0221,0.02099,0.02167,0.02027,0.02276,0.01597,0.016,0.01762,0.01887,0.02884,0.02872,0.02542,0.02472,0.02697,0.02208,0.02635,0.02328
Lab 1,Aula 1,6,0.04212,0.04324,0.03076,0.02667,0.03109,0.03157,0.02998,0.03096,0.02896,0.03252,0.02282,0.02286,0.02517,0.02695,0.0412,0.04103,0.03631,0.03532,0.03852,0.03155,0.03764,0.03326
Lab 1,Aula 1,7,0.03581,0.03675,0.02615,0.02267,0.02643,0.02684,0.02549,0.02631,0.02461,0.02764,0.01939,0.01943,0.0214,0.02291,0.03502,0.03487,0.03086,0.03002,0.03275,0.02682,0.03199,0.02827
Lab 1,Aula 1,8,0.03159,0.03243,0.02307,0.02,0.02332,0.02368,0.02249,0.02322,0.02172,0.02439,0.01711,0.01714,0.01888,0.02021,0.0309,0.03077,0.02723,0.02649,0.02889,0.02366,0.02823,0.02494
Lab 1,Aula 1,9,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,10,0.05055,0.05188,0.03691,0.032,0.03731,0.03788,0.03598,0.03715,0.03475,0.03902,0.02738,0.02743,0.03021,0.03234,0.04944,0.04923,0.04357,0.04238,0.04623,0.03786,0.04517,0.03991
Lab 1,Aula 1,11,0.03581,0.03675,0.02615,0.02267,0.02643,0.02684,0.02549,0.02631,0.02461,0.02764,0.01939,0.01943,0.0214,0.02291,0.03502,0.03487,0.03086,0.03002,0.03275,0.02682,0.03199,0.02827
Lab 1,Aula 1,12,0.03159,0.03243,0.02307,0.02,0.02332,0.02368,0.02249,0.02322,0.02172,0.02439,0.01711,0.01714,0.01888,0.02021,0.0309,0.03077,0.02723,0.02649,0.02889,0.02366,0.02823,0.02494
Lab 1,Aula 1,13,0.02949,0.03027,0.02153,0.01867,0.02177,0.0221,0.02099,0.02167,0.02027,0.02276,0.01597,0.016,0.01762,0.01887,0.02884,0.02872,0.02542,0.02472,0.02697,0.02208,0.02635,0.02328
Lab 1,Aula 1,14,0.03159,0.03243,0.02307,0.02,0.02332,0.02368,0.02249,0.02322,0.02172,0.02439,0.01711,0.01714,0.01888,0.02021,0.0309,0.03077,0.02723,0.02649,0.02889,0.02366,0.02823,0.02494
Lab 1,Aula 1,15,0.04002,0.04107,0.02922,0.02534,0.02954,0.02999,0.02848,0.02941,0.02751,0.03089,0.02168,0.02171,0.02391,0.0256,0.03914,0.03897,0.03449,0.03355,0.0366,0.02997,0.03576,0.0316
Lab 1,Aula 1,16,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,17,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,18,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,19,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,20,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,21,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,22,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,23,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,24,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,25,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,26,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,27,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,28,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,29,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 1,30,0.03791,0.03891,0.02768,0.024,0.02798,0.02841,0.02698,0.02786,0.02606,0.02926,0.02053,0.02057,0.02266,0.02426,0.03708,0.03692,0.03268,0.03179,0.03467,0.02839,0.03388,0.02993
Lab 1,Aula 2,1,0.03201,0.03308,0.0226,0.02403,0.03043,0.02312,0.02266,0.02385,0.02224,0.0241,0.01776,0.01755,0.01851,0.02044,0.03053,0.0293,0.02633,0.02577,0.0279,0.0236,0.02686,0.02341
Lab 1,Aula 2,2,0.03766,0.03892,0.02659,0.02828,0.03579,0.0272,0.02665,0.02806,0.02617,0.02835,0.02089,0.02064,0.02177,0.02405,0.03592,0.03447,0.03098,0.03032,0.03283,0.02777,0.0316,0.02754
Lab 1,Aula 2,3,0.03766,0.03892,0.02659,0.02828,0.03579,0.0272,0.02665,0.02806,0.02617,0.02835,0.02089,0.02064,0.02177,0.02405,0.03592,0.03447,0.03098,0.03032,0.03283,0.02777,0.0316,0.02754
Lab 1,Aula 2,4,0.03955,0.04086,0.02792,0.02969,0.03758,0.02856,0.02799,0.02946,0.02748,0.02977,0.02194,0.02167,0.02286,0.02525,0.03772,0.0362,0.03253,0.03184,0.03447,0.02916,0.03317,0.02892
Lab 1,Aula 2,5,0.02637,0.02724,0.01861,0.01979,0.02506,0.01904,0.01866,0.01964,0.01832,0.01985,0.01462,0.01445,0.01524,0.01683,0.02515,0.02413,0.02169,0.02122,0.02298,0.01944,0.02212,0.01928
Lab 1,Aula 2,6,0.03766,0.03892,0.02659,0.02828,0.03579,0.0272,0.02665,0.02806,0.02617,0.02835,0.02089,0.02064,0.02177,0.02405,0.03592,0.03447,0.03098,0.03032,0.03283,0.02777,0.0316,0.02754
Lab 1,Aula 2,7,0.03201,0.03308,0.0226,0.02403,0.03043,0.02312,0.02266,0.02385,0.02224,0.0241,0.01776,0.01755,0.01851,0.02044,0.03053,0.0293,0.02633,0.02577,0.0279,0.0236,0.02686,0.02341
Lab 1,Aula 2,8,0.02825,0.02919,0.01994,0.02121,0.02684,0.0204,0.01999,0.02104,0.01962,0.02126,0.01567,0.01548,0.01633,0.01803,0.02694,0.02585,0.02324,0.02274,0.02462,0.02082,0.0237,0.02066
Lab 1,Aula 2,9,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,10,0.0452,0.0467,0.03191,0.03393,0.04295,0.03264,0.03198,0.03367,0.0314,0.03402,0.02507,0.02477,0.02613,0.02885,0.04311,0.04137,0.03718,0.03638,0.03939,0.03332,0.03791,0.03305
Lab 1,Aula 2,11,0.03201,0.03308,0.0226,0.02403,0.03043,0.02312,0.02266,0.02385,0.02224,0.0241,0.01776,0.01755,0.01851,0.02044,0.03053,0.0293,0.02633,0.02577,0.0279,0.0236,0.02686,0.02341
Lab 1,Aula 2,12,0.02825,0.02919,0.01994,0.02121,0.02684,0.0204,0.01999,0.02104,0.01962,0.02126,0.01567,0.01548,0.01633,0.01803,0.02694,0.02585,0.02324,0.02274,0.02462,0.02082,0.0237,0.02066
Lab 1,Aula 2,13,0.02637,0.02724,0.01861,0.01979,0.02506,0.01904,0.01866,0.01964,0.01832,0.01985,0.01462,0.01445,0.01524,0.01683,0.02515,0.02413,0.02169,0.02122,0.02298,0.01944,0.02212,0.01928
Lab 1,Aula 2,14,0.02825,0.02919,0.01994,0.02121,0.02684,0.0204,0.01999,0.02104,0.01962,0.02126,0.01567,0.01548,0.01633,0.01803,0.02694,0.02585,0.02324,0.02274,0.02462,0.02082,0.0237,0.02066
Lab 1,Aula 2,15,0.03578,0.03697,0.02526,0.02686,0.034,0.02584,0.02532,0.02665,0.02486,0.02693,0.01985,0.01961,0.02068,0.02284,0.03412,0.03275,0.02943,0.0288,0.03119,0.02638,0.03001,0.02616
Lab 1,Aula 2,16,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,17,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,18,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,19,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,20,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,21,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,22,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,23,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,24,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,25,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,26,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,27,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,28,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,29,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 2,30,0.0339,0.03502,0.02393,0.02545,0.03221,0.02448,0.02399,0.02525,0.02355,0.02552,0.0188,0.01858,0.0196,0.02164,0.03233,0.03102,0.02788,0.02729,0.02955,0.02499,0.02844,0.02479
Lab 1,Aula 3,1,0.03014,0.03075,0.01982,0.03475,0.03299,0.02049,0.0202,0.02453,0.02043,0.02158,0.01578,0.01563,0.01703,0.0212,0.02628,0.02513,0.02348,0.02256,0.02268,0.02154,0.0235,0.02124
Lab 1,Aula 3,2,0.03545,0.03617,0.02332,0.04088,0.03881,0.02411,0.02377,0.02886,0.02403,0.02539,0.01857,0.01839,0.02004,0.02494,0.03091,0.02956,0.02762,0.02654,0.02669,0.02534,0.02765,0.02498
Lab 1,Aula 3,3,0.03545,0.03617,0.02332,0.04088,0.03881,0.02411,0.02377,0.02886,0.02403,0.02539,0.01857,0.01839,0.02004,0.02494,0.03091,0.02956,0.02762,0.02654,0.02669,0.02534,0.02765,0.02498
Lab 1,Aula 3,4,0.03723,0.03798,0.02449,0.04292,0.04075,0.02531,0.02496,0.0303,0.02523,0.02666,0.0195,0.01931,0.02104,0.02618,0.03246,0.03104,0.029,0.02787,0.02802,0.02661,0.02903,0.02623
Lab 1,Aula 3,5,0.02482,0.02532,0.01632,0.02861,0.02717,0.01688,0.01664,0.0202,0.01682,0.01778,0.013,0.01288,0.01403,0.01746,0.02164,0.02069,0.01933,0.01858,0.01868,0.01774,0.01936,0.01749
Lab 1,Aula 3,6,0.03545,0.03617,0.02332,0.04088,0.03881,0.02411,0.02377,0.02886,0.02403,0.02539,0.01857,0.01839,0.02004,0.02494,0.03091,0.02956,0.02762,0.02654,0.02669,0.02534,0.02765,0.02498
Lab 1,Aula 3,7,0.03014,0.03075,0.01982,0.03475,0.03299,0.02049,0.0202,0.02453,0.02043,0.02158,0.01578,0.01563,0.01703,0.0212,0.02628,0.02513,0.02348,0.02256,0.02268,0.02154,0.0235,0.02124
Lab 1,Aula 3,8,0.02659,0.02713,0.01749,0.03066,0.0291,0.01808,0.01782,0.02164,0.01802,0.01904,0.01393,0.0138,0.01503,0.0187,0.02318,0.02217,0.02071,0.0199,0.02001,0.01901,0.02074,0.01874
Lab 1,Aula 3,9,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,10,0.04254,0.0434,0.02798,0.04905,0.04657,0.02893,0.02852,0.03463,0.02884,0.03047,0.02228,0.02207,0.02405,0.02992,0.0371,0.03547,0.03314,0.03185,0.03202,0.03041,0.03318,0.02998
Lab 1,Aula 3,11,0.03014,0.03075,0.01982,0.03475,0.03299,0.02049,0.0202,0.02453,0.02043,0.02158,0.01578,0.01563,0.01703,0.0212,0.02628,0.02513,0.02348,0.02256,0.02268,0.02154,0.0235,0.02124
Lab 1,Aula 3,12,0.02659,0.02713,0.01749,0.03066,0.0291,0.01808,0.01782,0.02164,0.01802,0.01904,0.01393,0.0138,0.01503,0.0187,0.02318,0.02217,0.02071,0.0199,0.02001,0.01901,0.02074,0.01874
Lab 1,Aula 3,13,0.02482,0.02532,0.01632,0.02861,0.02717,0.01688,0.01664,0.0202,0.01682,0.01778,0.013,0.01288,0.01403,0.01746,0.02164,0.02069,0.01933,0.01858,0.01868,0.01774,0.01936,0.01749
Lab 1,Aula 3,14,0.02659,0.02713,0.01749,0.03066,0.0291,0.01808,0.01782,0.02164,0.01802,0.01904,0.01393,0.0138,0.01503,0.0187,0.02318,0.02217,0.02071,0.0199,0.02001,0.01901,0.02074,0.01874
Lab 1,Aula 3,15,0.03368,0.03436,0.02215,0.03883,0.03687,0.0229,0.02258,0.02741,0.02283,0.02412,0.01764,0.01747,0.01904,0.02369,0.02937,0.02808,0.02624,0.02521,0.02535,0.02408,0.02627,0.02373
Lab 1,Aula 3,16,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,17,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,18,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,19,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,20,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,21,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,22,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,23,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,24,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,25,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,26,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,27,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,28,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
Lab 1,Aula 3,29,0.03191,0.03255,0.02099,0.03679,0.03493,0.0217,0.02139,0.02597,0.02163,0.02285,0.01671,0.01655,0.01804,0.02244,0.02782,0.0266,0.02486,0.02389,0.02402,0.02281,0.02488,0.02248
